,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,GFABuildingRate,GFAParkingRate,Distance_from_SeattleKM,Log_SiteEnergyUse,GFAPerBuilding,GFAPerFloor
179,SPS-District K-12,Northeast,2006.0,1.0,3.0,269297,K-12 School,274673.0,1.0,0.0,8.02930603251568,16.145132440646627,269297.0,89765.667
180,SPS-District K-12,Northeast,2001.0,1.0,3.0,75174,K-12 School,75174.0,1.0,0.0,7.887027465380104,14.906966047732919,75174.0,25058.0
181,SPS-District K-12,Magnolia / Queen Anne,2003.0,1.0,3.0,75214,K-12 School,75214.0,1.0,0.0,4.568035190919971,14.857583887949291,75214.0,25071.333
182,SPS-District K-12,Southwest,2005.0,1.0,3.0,134918,K-12 School,134918.0,1.0,0.0,5.716809145294695,15.185327153304943,134918.0,44972.667
183,SPS-District K-12,Central,1991.0,1.0,2.0,64414,K-12 School,65310.0,1.0,0.0,2.952812057935873,14.678107643224896,64414.0,32207.0
184,SPS-District K-12,Northwest,1927.0,1.0,3.0,92437,K-12 School,92437.0,1.0,0.0,7.934303748636779,15.516955473443478,92437.0,30812.333
185,NonResidential,Downtown,1914.0,1.0,7.0,128766,Other - Ent,109754.0,0.0,0.0,0.5374815340651099,15.485914116412388,128766.0,18395.143
186,NonResidential,Downtown,1913.0,1.0,9.0,107572,Residence H,63934.0,0.0,0.0,0.19363728520659626,15.549372163556166,107572.0,11952.444
187,NonResidential,Downtown,1955.0,1.0,15.0,230880,Other,203000.0,0.0,0.0,0.22134496793973416,17.925695611191294,230880.0,15392.0
188,Multifamily LR (1-4),Delridge,1917.0,1.0,4.0,56617,Multifamily,56617.0,0.0,0.0,5.254798339929162,14.575543074049945,56617.0,14154.25
189,Multifamily MR (5-9),North,2009.0,1.0,6.0,56745,Multifamily,43673.0,0.0,0.0,13.2597892294608,14.823535081985598,56745.0,9457.5
190,Multifamily LR (1-4),Greater Duwamish,2003.0,1.0,4.0,67920,Multifamily,24600.0,0.0,0.0,8.51197137768679,14.800756667289155,67920.0,16980.0
191,SPS-District K-12,Greater Duwamish,2007.0,1.0,3.0,204961,K-12 School,204961.0,1.0,0.0,6.1391603752743205,15.984713847144834,204961.0,68320.333
193,NonResidential,Magnolia / Queen Anne,1927.0,1.0,5.0,190000,Medical Off,146741.0,0.7947368421052632,0.20526315789473684,2.595784247157132,17.144216992715744,190000.0,38000.0
194,NonResidential,Downtown,1961.0,1.0,4.0,122309,Hotel,122309.0,1.0,0.0,1.5588442083465897,16.975382808907653,122309.0,30577.25
195,Campus,Downtown,1995.0,4.0,3.0,217088,Other,217088.0,1.0,0.0,1.4234192293893047,17.07948023834794,54272.0,72362.667
196,NonResidential,Downtown,2003.0,1.0,8.0,254273,Hotel,277000.0,0.8474081007421158,0.15259189925788424,1.1914265552152186,17.12047574489695,254273.0,31784.125
197,Nonresidential COS,Downtown,1980.0,1.0,2.0,53365,Other - Ent,69400.0,1.0,0.0,0.7601676374734687,16.609959409488635,53365.0,26682.5
198,NonResidential,Downtown,1900.0,1.0,1.0,62900,Restaurant,32494.0,1.0,0.0,0.6074615284315982,16.172336457161858,62900.0,62900.0
199,NonResidential,Downtown,1914.0,1.0,4.0,56500,Office,33000.0,1.0,0.0,0.4672035658654114,14.32119551612133,56500.0,14125.0
200,NonResidential,Greater Duwamish,2008.0,1.0,4.0,203504,Non-Refrige,159372.0,0.21686060224860446,0.7831393977513955,1.3821899846945995,15.175758704850804,203504.0,50876.0
201,NonResidential,Downtown,1968.0,1.0,3.0,100734,Office,100734.0,0.7346377588500407,0.2653622411499593,1.911201445037354,16.130291972536437,100734.0,33578.0
202,NonResidential,Downtown,1981.0,1.0,4.0,77662,Office,62108.0,0.7617367567149957,0.23826324328500426,1.809672811905462,15.419516443618393,77662.0,19415.5
203,NonResidential,Downtown,1978.0,1.0,12.0,234000,Office,173786.0,0.9068803418803418,0.09311965811965812,1.5225409360730064,16.725071737755417,234000.0,19500.0
204,NonResidential,Downtown,1989.0,1.0,4.0,111077,Enclosed Ma,111077.0,1.0,0.0,0.7409450503820224,16.38720717828886,111077.0,27769.25
205,NonResidential,Downtown,1989.0,1.0,25.0,516342,Office,384448.90625,0.7536671430950804,0.2463328569049196,0.7409450503820224,17.011772321556855,516342.0,20653.68
206,NonResidential,Downtown,1925.0,1.0,10.0,693450,Retail Stor,361107.0,1.0,0.0,0.7464795566541085,17.471004697818717,693450.0,69345.0
207,NonResidential,Downtown,1976.0,1.0,33.0,791396,Office,590091.0,1.0,0.0,0.7912943402032258,17.557578607996568,791396.0,23981.697
208,NonResidential,Downtown,2000.0,1.0,23.0,747747,Office,542461.0,0.7257414606812197,0.2742585393187803,0.8974255328376345,17.22431688470928,747747.0,32510.739
209,NonResidential,Downtown,1926.0,1.0,10.0,63409,Office,45260.0,0.8776672081250295,0.12233279187497043,0.886629705459666,15.065072121713337,63409.0,6340.9
210,NonResidential,Downtown,1930.0,1.0,17.0,204790,Office,142034.0,0.8535084720933639,0.14649152790663605,0.8809191801224873,15.939036088072585,204790.0,12046.471
211,NonResidential,Downtown,1916.0,1.0,5.0,73399,Office,51557.0,1.0,0.0,0.8373165590470918,15.144560530960298,73399.0,14679.8
212,NonResidential,Downtown,1969.0,1.0,20.0,265851,Office,226454.0,0.8783754810025165,0.12162451899748355,0.9474837615501307,16.57201162758642,265851.0,13292.55
213,NonResidential,Downtown,2009.0,1.0,25.0,758043,Office,582725.0,0.6983442891762077,0.30165571082379233,1.1333023824443622,16.963021972898474,758043.0,30321.72
214,NonResidential,Downtown,1968.0,1.0,12.0,206000,Office,161000.0,1.0,0.0,1.3214026374155066,16.032182252787454,206000.0,17166.667
215,NonResidential,Downtown,2009.0,1.0,36.0,824887,Office,743836.8125,0.812129418938594,0.187870581061406,1.0764219073121835,17.541089111133275,824887.0,22913.528
216,NonResidential,Downtown,1990.0,1.0,16.0,480840,Office,311736.0,0.7055153481407537,0.2944846518592463,0.9987427501455861,16.72579544903319,480840.0,30052.5
217,NonResidential,Downtown,2004.0,1.0,11.0,299070,Other,250000.0,0.7711840037449427,0.22881599625505736,1.1020242943869083,18.02298296687427,299070.0,27188.182
218,NonResidential,Downtown,1973.0,1.0,19.0,332067,Hotel,332067.0,0.8214818093938874,0.17851819060611263,0.498447513589917,17.212511714442027,332067.0,17477.211
219,NonResidential,Downtown,1900.0,1.0,7.0,89550,Office,64712.0,1.0,0.0,0.4041172537958888,15.287299928218955,89550.0,12792.857
220,NonResidential,Downtown,1900.0,1.0,6.0,89355,Office,82355.0,1.0,0.0,0.457568933600539,15.231977853096533,89355.0,14892.5
221,NonResidential,Downtown,1922.0,1.0,15.0,388934,Office,388934.0,1.0,0.0,0.2949617614412572,16.4048326269471,388934.0,25928.933
222,NonResidential,Downtown,1929.0,1.0,22.0,384302,Office,348969.0,1.0,0.0,0.32329534240553554,16.2836698334139,384302.0,17468.273
223,NonResidential,Downtown,1958.0,1.0,17.0,378525,Office,245505.203125,0.7765008916187834,0.22349910838121656,0.3299217308578195,17.059819287192923,378525.0,22266.176
224,NonResidential,Downtown,1983.0,1.0,47.0,1323055,Office,1088855.0,1.0,0.0,0.20692714800780676,17.663766179518735,1323055.0,28150.106
225,NonResidential,Downtown,1986.0,1.0,41.0,589921,Office,470416.0,0.7805943507690013,0.21940564923099873,0.23322974193438867,17.003249956396047,589921.0,14388.317
226,NonResidential,Downtown,1950.0,1.0,6.0,91091,Office,89699.0,0.9847185781251715,0.015281421874828468,0.2963644109111372,14.116662934630295,91091.0,15181.833
227,NonResidential,Downtown,1968.0,1.0,8.0,157941,Office,84838.0,0.6011611931037539,0.39883880689624607,0.34311712082551266,15.158015766484304,157941.0,19742.625
228,NonResidential,Downtown,1991.0,1.0,29.0,635303,Office,522667.0,0.6895481368732715,0.3104518631267285,0.3479255229433246,16.602829875287604,635303.0,21907.0
229,NonResidential,Downtown,1958.0,1.0,6.0,172842,Office,99890.0,0.8500364494740862,0.14996355052591384,0.27921226444676733,17.524611987710095,172842.0,28807.0
230,NonResidential,Downtown,1980.0,1.0,34.0,776762,Office,606050.0,0.7906643218901027,0.20933567810989723,0.24526015833856213,17.32006393758036,776762.0,22845.941
231,NonResidential,Downtown,1972.0,1.0,14.0,186768,Office,182540.0,0.8727030326394243,0.1272969673605757,0.19294754922920976,16.160160009424796,186768.0,13340.571
232,NonResidential,Downtown,1969.0,1.0,49.0,1123435,Office,808980.0,0.6715608824720611,0.32843911752793886,0.13356264157221748,17.76106406023577,1123435.0,22927.245
233,NonResidential,Downtown,2002.0,1.0,37.0,1052469,Office,765977.3125,0.8437768713377781,0.15622312866222188,0.11362516637083624,17.538727306304317,1052469.0,28445.108
234,NonResidential,Downtown,1973.0,1.0,42.0,617684,Office,581558.0,0.7223499394512405,0.27765006054875957,0.0340284998812125,17.443977181894844,617684.0,14706.762
235,NonResidential,Downtown,1907.0,1.0,8.0,201480,Office,161762.0,1.0,0.0,0.17003513456177433,16.244270399713656,201480.0,25185.0
236,Nonresidential COS,Downtown,1990.0,1.0,63.0,1354987,Office,1222878.0,0.8822128920794075,0.11778710792059259,0.2126261891613928,17.730431619966858,1354987.0,21507.73
237,Nonresidential COS,Downtown,2001.0,1.0,14.0,310490,Office,269884.0,1.0,0.0,0.31074239469280696,16.8890487471289,310490.0,22177.857
238,Nonresidential COS,Downtown,2003.0,1.0,8.0,199530,Office,184042.0,0.8463388964065554,0.1536611035934446,0.3242167184307223,16.49567240218723,199530.0,24941.25
239,NonResidential,Downtown,2006.0,1.0,13.0,372242,Office,276506.0,0.8584173736440273,0.14158262635597274,0.4913459888253816,16.47712735555367,372242.0,28634.0
240,NonResidential,Downtown,1909.0,1.0,7.0,114395,Office,96582.0,0.9274793478735959,0.07252065212640413,0.560781411112481,14.87834289393457,114395.0,16342.143
241,NonResidential,Northeast,1978.0,1.0,2.0,89200,Retail Stor,89200.0,1.0,0.0,6.180900159559508,15.770939544509996,89200.0,44600.0
242,NonResidential,Northeast,1971.0,1.0,23.0,474546,Office,474546.0,1.0,0.0,6.20159452448812,17.245323999891742,474546.0,20632.435
243,NonResidential,Northeast,1969.0,1.0,5.0,36000,Data Center,36000.0,1.0,0.0,6.181365047731096,17.320372367740624,36000.0,7200.0
244,NonResidential,Northeast,1961.0,1.0,5.0,99005,Office,79555.0,1.0,0.0,6.2080000310952865,15.239626938174647,99005.0,19801.0
245,NonResidential,Northeast,2002.0,1.0,6.0,135051,Office,95943.0,0.6723608118414525,0.32763918815854753,6.160897837702676,15.259003797383194,135051.0,22508.5
246,NonResidential,Northeast,2002.0,1.0,5.0,220649,Office,145754.0,0.625105937484421,0.37489406251557905,6.081619357061642,15.731282140318532,220649.0,44129.8
247,NonResidential,Downtown,1964.0,1.0,5.0,93660,Self-Storag,93660.0,1.0,0.0,1.079906740741098,13.55084188413387,93660.0,18732.0
248,NonResidential,Downtown,1980.0,1.0,18.0,413715,Office,348270.0,0.843708833375633,0.156291166624367,1.0903439386850946,16.894474219174665,413715.0,22984.167
249,NonResidential,Downtown,2000.0,1.0,11.0,380312,Parking,182820.0,0.4856302193988094,0.5143697806011907,1.2836758198193556,16.229192472509276,380312.0,34573.818
250,NonResidential,Downtown,1988.0,1.0,20.0,497513,Office,367623.0,0.7613248297029425,0.23867517029705757,1.2093721518270222,16.871185668030733,497513.0,24875.65
251,NonResidential,Downtown,1979.0,1.0,24.0,543876,Office,424044.0,0.7853904198751186,0.2146095801248814,1.189140319260914,17.070942587796075,543876.0,22661.5
252,NonResidential,Downtown,1980.0,1.0,4.0,109347,Laboratory,42389.0,0.6460808252626958,0.35391917473730417,2.110618771058274,16.012096820509836,109347.0,27336.75
253,NonResidential,Downtown,1982.0,1.0,6.0,396626,Office,274002.0,0.6868183124656477,0.31318168753435227,2.0014324420915104,16.80429590742029,396626.0,66104.333
254,NonResidential,Downtown,2002.0,1.0,6.0,287471,Office,191814.0,0.7092193647359212,0.2907806352640788,1.39193356759975,16.454506671420148,287471.0,47911.833
255,NonResidential,Downtown,1947.0,1.0,3.0,192630,Office,146157.0,0.7481596843689976,0.25184031563100245,1.541518540655402,15.594741876615059,192630.0,64210.0
256,NonResidential,Downtown,1984.0,1.0,8.0,253103,Office,158681.0,0.755095751531985,0.244904248468015,2.2476246579563313,17.307833406021523,253103.0,31637.875
257,NonResidential,Northwest,1956.0,1.0,1.0,60880,Supermarket,61666.0,1.0,0.0,10.9020533950571,16.424233193697617,60880.0,60880.0
258,NonResidential,Downtown,1900.0,1.0,5.0,50176,Office,37518.0,1.0,0.0,0.43703722035472076,15.026716738235079,50176.0,10035.2
259,NonResidential,Downtown,1912.0,1.0,42.0,304346,Office,256490.09375,1.0,0.0,0.47001817695872233,17.063542268962767,304346.0,7246.333
260,NonResidential,Greater Duwamish,1977.0,1.0,1.0,128800,Non-Refrige,119200.0,1.0,0.0,7.289065516681953,14.484646256411807,128800.0,128800.0
261,NonResidential,Downtown,1927.0,1.0,8.0,226061,Office,166919.0,1.0,0.0,0.3717070689582593,16.205233619934845,226061.0,28257.625
262,NonResidential,Downtown,1964.0,1.0,22.0,336330,Office,256299.0,0.8024856539708025,0.1975143460291975,0.2569213433496558,16.773930971345358,336330.0,15287.727
263,NonResidential,Downtown,1960.0,1.0,21.0,552176,Office,286538.0,0.540454492770421,0.459545507229579,0.39618728561441174,17.2662935016688,552176.0,26294.095
264,NonResidential,Downtown,1976.0,1.0,42.0,635824,Office,617017.6875,1.0,0.0,0.36805142866674473,17.52674068935566,635824.0,15138.667
265,NonResidential,Downtown,1923.0,1.0,12.0,542305,Hotel,513803.0,1.0,0.0,0.24550630802732254,17.877914695966677,542305.0,45192.083
266,NonResidential,Southeast,1980.0,1.0,2.0,291940,Retail Stor,191940.0,1.0,0.0,3.957594335277858,16.346084484909035,291940.0,145970.0
267,NonResidential,Greater Duwamish,1970.0,1.0,1.0,88400,Non-Refrige,33450.0,1.0,0.0,9.06815707708579,15.348562120095831,88400.0,88400.0
268,NonResidential,Northwest,1960.0,1.0,1.0,52311,Non-Refrige,51116.0,1.0,0.0,13.712153829578897,13.585231216726743,52311.0,52311.0
269,NonResidential,Lake Union,2009.0,1.0,5.0,141131,Office,76869.0,0.5060617440533972,0.4939382559466028,1.898557387750155,14.91590251208797,141131.0,28226.2
270,NonResidential,Lake Union,2001.0,1.0,5.0,176532,Office,103494.0,0.6030917907234948,0.3969082092765051,1.913965003823952,15.643076907021408,176532.0,35306.4
271,NonResidential,Ballard,1973.0,1.0,1.0,52500,Non-Refrige,49395.0,1.0,0.0,6.391826450338335,15.25544354852208,52500.0,52500.0
272,NonResidential,Ballard,1959.0,1.0,2.0,57300,Non-Refrige,29001.0,1.0,0.0,7.719558196604948,15.325925938333489,57300.0,28650.0
273,NonResidential,Downtown,1916.0,1.0,6.0,350310,Office,303797.0,1.0,0.0,1.7826372502481365,16.796324961346514,350310.0,58385.0
274,NonResidential,Downtown,1988.0,1.0,55.0,1400000,Office,981321.0,0.7964285714285714,0.20357142857142857,0.32170486659650094,17.766485259594656,1400000.0,25454.545
275,NonResidential,Downtown,1930.0,1.0,21.0,305548,Hotel,310000.0,1.0,0.0,0.4071712857846723,17.341492334393806,305548.0,14549.905
276,NonResidential,Downtown,1989.0,1.0,56.0,1735079,Office,1314475.0,0.7753070609465045,0.22469293905349555,0.47036409846534777,17.665472035971412,1735079.0,30983.554
277,NonResidential,Downtown,1989.0,1.0,46.0,1536606,Office,1002403.0,0.6664024479925238,0.3335975520074762,0.5193465169398561,17.91931181436952,1536606.0,33404.478
278,NonResidential,Downtown,1958.0,1.0,10.0,135918,Office,144570.0,1.0,0.0,0.46290868161181287,15.835546383098226,135918.0,13591.8
279,NonResidential,Downtown,1914.0,1.0,4.0,79957,Retail Stor,35694.0,1.0,0.0,0.667178699746041,15.473100526258092,79957.0,19989.25
280,NonResidential,Downtown,1921.0,1.0,4.0,127268,Office,62512.0,1.0,0.0,0.6522506536518972,15.694162452663063,127268.0,31817.0
281,NonResidential,Downtown,1983.0,1.0,29.0,500000,Office,411301.0,1.0,0.0,0.6005408713564294,16.81402351184079,500000.0,17241.379
282,NonResidential,Downtown,1926.0,1.0,10.0,132326,Office,92006.0,1.0,0.0,0.5226774245778947,15.67453498447277,132326.0,13232.6
283,NonResidential,Downtown,1984.0,1.0,6.0,109830,Office,72748.0,0.8798142583993445,0.12018574160065555,0.5326659357865196,15.75884575180894,109830.0,18305.0
284,NonResidential,Downtown,1910.0,1.0,10.0,130513,Office,87391.0,1.0,0.0,0.5459465650673879,15.925986572257102,130513.0,13051.3
285,NonResidential,Downtown,1920.0,1.0,8.0,60660,Office,41758.0,1.0,0.0,0.4944029390901472,14.648852304695511,60660.0,7582.5
287,NonResidential,Downtown,1929.0,1.0,15.0,151039,Office,125473.0,1.0,0.0,0.4585949030581206,15.656857413178525,151039.0,10069.267
288,NonResidential,Downtown,1985.0,1.0,30.0,755000,Office,643083.0,0.8216397350993377,0.17836026490066226,0.6005607006172474,17.612540335102086,755000.0,25166.667
289,NonResidential,Downtown,1906.0,1.0,4.0,63540,Office,56747.0,1.0,0.0,0.6667519325125268,15.08753097716286,63540.0,15885.0
290,NonResidential,Downtown,1927.0,1.0,10.0,130893,Office,87925.0,1.0,0.0,0.6151504833585949,16.0300977511514,130893.0,13089.3
291,NonResidential,Downtown,1910.0,1.0,5.0,79920,Office,39960.0,1.0,0.0,0.5628149143492254,14.880950167195818,79920.0,15984.0
292,Campus,Downtown,1908.0,1.0,4.0,137400,Retail Stor,44078.0,1.0,0.0,0.7406865290163656,16.490693293229352,137400.0,34350.0
293,NonResidential,Downtown,1996.0,1.0,6.0,147852,Parking,64821.0,0.4154357059762465,0.5845642940237534,0.6302422393035932,16.043951139675514,147852.0,24642.0
294,NonResidential,Downtown,1996.0,1.0,4.0,267335,Parking,166960.0,0.3754652402416444,0.6245347597583556,0.6478581240420757,15.771197755533505,267335.0,66833.75
295,NonResidential,Downtown,1980.0,1.0,36.0,794592,Office,748011.0,0.95393107406065,0.046068925939350004,0.3861092179048729,17.078926576275794,794592.0,22072.0
296,NonResidential,Downtown,1971.0,1.0,21.0,456304,Office,342808.0,0.7744091658192783,0.22559083418072162,0.3214092985240534,16.822117339148885,456304.0,21728.762
297,NonResidential,Downtown,1986.0,1.0,12.0,115857,Office,104788.0,0.8693216637751711,0.13067833622482888,0.8006633522336545,15.424812061095048,115857.0,9654.75
298,NonResidential,Downtown,1999.0,1.0,4.0,87500,Office,70090.0,0.8,0.2,1.2781071922393445,15.281991308742644,87500.0,21875.0
299,NonResidential,Downtown,1998.0,1.0,11.0,374405,Office,150969.0,0.5064809497736409,0.49351905022635917,1.3250469172073422,16.2482571343115,374405.0,34036.818
300,NonResidential,Downtown,1985.0,1.0,12.0,193500,Other,146689.0,0.8036175710594315,0.19638242894056848,1.1070214624620742,16.478728651446367,193500.0,16125.0
301,NonResidential,Downtown,1923.0,1.0,11.0,102846,Office,93879.0,1.0,0.0,0.9297008254663074,15.489029699493877,102846.0,9349.636
302,NonResidential,Downtown,1925.0,1.0,4.0,52800,Office,38880.0,1.0,0.0,0.9917390341249918,14.731472435771858,52800.0,13200.0
303,Campus,Downtown,1913.0,3.0,10.0,448832,Parking,155000.0,0.598959076001711,0.4010409239982889,0.8534999995389387,16.797678399160887,149610.667,44883.2
304,NonResidential,Downtown,1929.0,1.0,8.0,861702,Retail Stor,509342.0,1.0,0.0,0.7399282671024944,17.078140458598202,861702.0,107712.75
305,NonResidential,East,1999.0,1.0,5.0,206950,Other,206950.0,0.529354916646533,0.470645083353467,0.47450616908689697,16.726365593814336,206950.0,41390.0
306,NonResidential,Downtown,1990.0,1.0,6.0,1758750,Convention,1072000.0,0.6095238095238096,0.3904761904761905,0.6401829235635809,18.170511991990786,1758750.0,293125.0
307,NonResidential,East,1988.0,1.0,9.0,46710,Urgent Care,46710.0,1.0,0.0,0.5519834449386022,15.337232809095124,46710.0,5190.0
308,NonResidential,East,1945.0,1.0,3.0,266000,Medical Off,162000.0,0.6090225563909775,0.39097744360902253,0.5519834449386022,16.48066522736423,266000.0,88666.667
309,NonResidential,East,1992.0,1.0,14.0,690158,Medical Off,270384.0,0.4091280547352925,0.5908719452647075,0.6770172688016699,17.088852105743054,690158.0,49297.0
310,NonResidential,Lake Union,2001.0,1.0,6.0,358427,Parking,164332.0,0.5415189145906977,0.4584810854093023,1.8967802847577286,17.80470430476214,358427.0,59737.833
311,NonResidential,Lake Union,2001.0,1.0,6.0,213834,Parking,104922.0,0.5093296669379052,0.4906703330620949,1.8967802847577286,18.118482959804023,213834.0,35639.0
312,NonResidential,Lake Union,1979.0,1.0,5.0,109017,Hotel,109017.0,0.7302347340323069,0.2697652659676931,1.883108094114187,16.088748093403044,109017.0,21803.4
313,NonResidential,Magnolia / Queen Anne,1981.0,1.0,5.0,275734,Office,228504.0,0.8605467588327881,0.1394532411672119,2.807238730379439,15.869337132127685,275734.0,55146.8
314,NonResidential,Greater Duwamish,2001.0,1.0,1.0,123061,Non-Refrige,123061.0,1.0,0.0,5.092253482080555,14.576088674157546,123061.0,123061.0
315,NonResidential,Greater Duwamish,1963.0,1.0,1.0,59090,Distributio,40272.0,1.0,0.0,6.415064099538979,14.9237318651197,59090.0,59090.0
316,NonResidential,Greater Duwamish,1963.0,1.0,1.0,106000,Non-Refrige,106001.0,1.0,0.0,6.59923641679551,13.921620280396603,106000.0,106000.0
317,NonResidential,Lake Union,1962.0,1.0,3.0,158600,Office,125779.0,0.7578814627994955,0.2421185372005044,3.065065450345545,16.785573936269028,158600.0,52866.667
