,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,GFABuildingRate,GFAParkingRate,Distance_from_SeattleKM,Log_SiteEnergyUse,GFAPerBuilding,GFAPerFloor
633,SPS-District K-12,Central,1988.0,1.0,3.0,55353,K-12 School,55353.0,1.0,0.0,3.0548744055033246,14.065043427990059,55353.0,18451.0
634,NonResidential,Central,1974.0,2.0,4.0,114000,College/Uni,114000.0,1.0,0.0,2.2528689122588954,15.87003158452343,57000.0,28500.0
635,SPS-District K-12,Greater Duwamish,2002.0,1.0,3.0,338063,Other,180633.0,1.0,0.0,2.860825237969221,16.86364811991125,338063.0,112687.667
636,NonResidential,Southwest,1965.0,1.0,1.0,152365,Non-Refrige,157151.0,1.0,0.0,4.236455279260637,14.048725620907778,152365.0,152365.0
637,NonResidential,Central,1910.0,1.0,6.0,320946,Medical Off,236359.0,1.0,0.0,1.6849687309629315,17.669248578739218,320946.0,53491.0
638,NonResidential,Greater Duwamish,1958.0,1.0,1.0,74178,Retail Stor,74178.0,1.0,0.0,6.441583799385327,15.517932765610803,74178.0,74178.0
639,NonResidential,East,2004.0,1.0,5.0,275130,Medical Off,164110.0,0.5893577581506924,0.4106422418493076,0.8197198202090312,16.243516113743915,275130.0,55026.0
640,NonResidential,North,1987.0,1.0,4.0,80360,Self-Storag,80360.0,1.0,0.0,11.543061509100509,13.585757320094746,80360.0,20090.0
641,SPS-District K-12,Southwest,1950.0,1.0,1.0,61183,K-12 School,62975.0,1.0,0.0,5.089759270814907,14.813420907381957,61183.0,61183.0
642,NonResidential,East,1996.0,1.0,3.0,46984,Supermarket,46280.0,1.0,0.0,1.1258911814734278,16.15778327432283,46984.0,15661.333
643,NonResidential,Greater Duwamish,2008.0,1.0,2.0,51856,Automobile,48103.0,1.0,0.0,1.4769768025864611,14.509838665954856,51856.0,25928.0
644,NonResidential,Greater Duwamish,1921.0,1.0,3.0,66480,Office,26044.0,0.8014440433212996,0.19855595667870035,2.123688963052813,15.73443014545143,66480.0,22160.0
645,NonResidential,Northeast,1960.0,1.0,3.0,113944,Office,65434.0,0.5742645510075125,0.42573544899248755,6.358867118862358,16.69303655005601,113944.0,37981.333
646,Multifamily LR (1-4),Northwest,1976.0,1.0,4.0,31334,Multifamily,31334.0,0.0,0.0,11.361500459407596,13.504654275814769,31334.0,7833.5
647,Multifamily LR (1-4),Lake Union,2005.0,1.0,3.0,47658,Multifamily,47658.0,0.0,0.0,6.106825785048697,13.983699911427424,47658.0,15886.0
648,NonResidential,Lake Union,2000.0,1.0,3.0,93079,Multifamily,91064.0,0.612232619602703,0.3877673803972969,4.714160600375953,14.588841820819278,93079.0,31026.333
649,Multifamily LR (1-4),Magnolia / Queen Anne,1962.0,1.0,3.0,24059,Multifamily,24059.0,0.0,0.0,7.024842033950904,13.514088354095136,24059.0,8019.667
650,NonResidential,Central,1963.0,1.0,3.0,66402,Senior Care,132804.0,1.0,0.0,2.825324407996114,15.753682414946535,66402.0,22134.0
651,Multifamily LR (1-4),Northeast,1988.0,1.0,4.0,76285,Multifamily,60487.0,0.0,0.0,9.49038835512834,14.423387730834245,76285.0,19071.25
652,Multifamily LR (1-4),Northeast,1990.0,1.0,3.0,46873,Multifamily,29914.0,0.0,0.0,9.470252326692206,13.714239447058938,46873.0,15624.333
653,Multifamily LR (1-4),Northeast,1965.0,1.0,2.0,62900,Multifamily,74614.0,1.0,0.0,8.470120302579295,15.08472418363225,62900.0,31450.0
654,Multifamily LR (1-4),Northeast,1998.0,1.0,3.0,27160,Multifamily,20148.0,0.8813328424153166,0.11866715758468335,8.36334975134347,13.39469720330931,27160.0,9053.333
655,NonResidential,Northeast,1957.0,1.0,2.0,22220,Worship Fac,22220.0,1.0,0.0,8.521275888700536,13.858384865049638,22220.0,11110.0
656,SPS-District K-12,Northeast,1955.0,1.0,1.0,46732,K-12 School,50956.0,1.0,0.0,9.738785602303002,14.850220745159072,46732.0,46732.0
657,Multifamily MR (5-9),Ballard,2000.0,1.0,6.0,152693,Multifamily,215698.0,0.5697183236952578,0.4302816763047422,7.837356843201147,15.413811787107356,152693.0,25448.833
658,Multifamily LR (1-4),Northwest,1959.0,1.0,2.0,26211,Multifamily,26211.0,0.0,0.0,7.414132567347414,14.225899026419434,26211.0,13105.5
659,Multifamily LR (1-4),Greater Duwamish,1914.0,1.0,2.0,28260,Multifamily,14200.0,1.0,0.0,6.46028531841621,14.621415725299505,28260.0,14130.0
660,NonResidential,Greater Duwamish,1962.0,1.0,1.0,44700,Office,23751.0,1.0,0.0,7.097027679656493,14.65176819878532,44700.0,44700.0
661,NonResidential,Greater Duwamish,1976.0,1.0,1.0,44100,Non-Refrige,40000.0,1.0,0.0,7.2097538001810495,13.991217683391765,44100.0,44100.0
662,NonResidential,Greater Duwamish,1965.0,1.0,1.0,27800,Distributio,27800.0,1.0,0.0,7.248389398434622,14.131491598137114,27800.0,27800.0
663,Multifamily HR (10+),Downtown,1910.0,1.0,11.0,321945,Multifamily,76422.0,0.0,0.0,0.3717070689582593,15.790314100685997,321945.0,29267.727
664,NonResidential,Greater Duwamish,2001.0,1.0,1.0,46340,Non-Refrige,46340.0,1.0,0.0,5.772988011851691,14.853635397698985,46340.0,46340.0
665,Campus,Greater Duwamish,1994.0,3.0,1.0,22800,Manufacturi,22800.0,1.0,0.0,7.487277944421642,14.64788573402729,7600.0,22800.0
666,Multifamily LR (1-4),Central,2005.0,1.0,4.0,37849,Multifamily,11980.0,0.6037676028428757,0.3962323971571244,1.453645139596587,13.182948821982757,37849.0,9462.25
667,NonResidential,Central,1910.0,1.0,3.0,38460,Office,38460.0,1.0,0.0,1.4115709826865253,14.491331629623318,38460.0,12820.0
668,Multifamily MR (5-9),Southwest,2003.0,1.0,6.0,86955,Multifamily,95460.0,0.0,0.0,6.833796351447228,14.90691786967756,86955.0,14492.5
669,Multifamily HR (10+),Magnolia / Queen Anne,2003.0,1.0,11.0,286408,Multifamily,194919.0,0.0,0.0,2.7803843524456116,15.671491857563673,286408.0,26037.091
670,Multifamily LR (1-4),Southwest,2002.0,1.0,4.0,93114,Multifamily,47220.0,0.21708872994393968,0.7829112700560603,4.807123287216937,14.59279240884136,93114.0,23278.5
671,Multifamily LR (1-4),Southwest,1992.0,1.0,4.0,21888,Multifamily,21888.0,0.0,0.0,4.752365639159451,13.655696423091632,21888.0,5472.0
672,Multifamily MR (5-9),Downtown,2002.0,1.0,7.0,66849,Multifamily,66849.0,0.0,0.0,1.1889555755423225,14.487974686267702,66849.0,9549.857
673,NonResidential,Northwest,1922.0,1.0,2.0,21022,Worship Fac,21022.0,1.0,0.0,9.008766815879905,13.91543066389423,21022.0,10511.0
674,Multifamily LR (1-4),Southwest,1926.0,1.0,4.0,30240,Multifamily,25200.0,0.0,0.0,6.925250017566547,13.511344196437078,30240.0,7560.0
675,Multifamily MR (5-9),Downtown,1991.0,1.0,5.0,59440,Multifamily,49532.0,0.0,0.0,2.1720424611376377,14.789166676702427,59440.0,11888.0
676,Multifamily LR (1-4),Southwest,1978.0,1.0,4.0,22445,Multifamily,20996.0,0.0,0.0,4.128799648158986,13.08211895043482,22445.0,5611.25
677,Multifamily LR (1-4),Southwest,1989.0,1.0,4.0,45878,Multifamily,45878.0,0.0,0.0,5.033345228658229,13.723704568806088,45878.0,11469.5
678,Multifamily MR (5-9),Southwest,1995.0,1.0,5.0,37824,Multifamily,37824.0,0.0,0.0,4.807692929579317,13.914173746510361,37824.0,7564.8
679,Multifamily LR (1-4),Southwest,1976.0,1.0,4.0,38765,Multifamily,32350.0,0.0,0.0,5.591393645919975,14.043395849438568,38765.0,9691.25
680,SPS-District K-12,Southwest,1954.0,1.0,2.0,51489,K-12 School,52257.0,1.0,0.0,6.497172171305723,14.670855241369983,51489.0,25744.5
681,Multifamily LR (1-4),Magnolia / Queen Anne,2002.0,1.0,4.0,26815,Multifamily,20347.0,0.0,0.0,7.824924061864603,13.684190789324056,26815.0,6703.75
682,Multifamily MR (5-9),Southwest,2007.0,1.0,5.0,22529,Multifamily,22529.0,1.0,0.0,5.489857776408967,12.637506990022068,22529.0,4505.8
683,Multifamily MR (5-9),East,1991.0,1.0,8.0,148474,Multifamily,64445.0,0.0,0.0,0.7600936985117013,15.214227994638122,148474.0,18559.25
684,NonResidential,Greater Duwamish,1967.0,1.0,1.0,48001,Distributio,48001.0,1.0,0.0,11.230605714632526,15.057056998602995,48001.0,48001.0
685,NonResidential,Greater Duwamish,1979.0,1.0,1.0,26380,Non-Refrige,23620.0,1.0,0.0,10.987791605418519,13.125949315237131,26380.0,26380.0
686,NonResidential,Greater Duwamish,1969.0,1.0,1.0,37351,Non-Refrige,29551.0,1.0,0.0,11.321466122196876,14.790932561868798,37351.0,37351.0
687,NonResidential,Greater Duwamish,1981.0,1.0,1.0,30375,Non-Refrige,30375.0,1.0,0.0,11.230605714632526,12.259609117425283,30375.0,30375.0
688,NonResidential,Greater Duwamish,1979.0,1.0,1.0,30004,Non-Refrige,24280.0,1.0,0.0,11.218046401340594,13.473158971789415,30004.0,30004.0
689,Multifamily LR (1-4),Southwest,1990.0,1.0,3.0,32235,Multifamily,21991.0,0.6822087792771832,0.3177912207228168,5.614474759519741,13.429307765769204,32235.0,10745.0
690,Multifamily HR (10+),Downtown,2004.0,1.0,13.0,120405,Multifamily,102342.0,1.0,0.0,1.8153208288652123,14.98113198515485,120405.0,9261.923
691,NonResidential,Northeast,1928.0,1.0,3.0,39971,Other,36185.0,1.0,0.0,9.92712590360099,16.268206295106225,39971.0,13323.667
692,Multifamily LR (1-4),Lake Union,1988.0,1.0,4.0,23976,Multifamily,23976.0,0.0,0.0,5.707348431383004,13.152878033351742,23976.0,5994.0
693,NonResidential,Ballard,1914.0,1.0,2.0,33589,Worship Fac,33589.0,1.0,0.0,8.991206479971394,13.432483755111303,33589.0,16794.5
694,Multifamily MR (5-9),Ballard,2004.0,1.0,6.0,169149,Multifamily,140961.0,0.0,0.0,7.875383257916128,15.398468756893992,169149.0,28191.5
695,Multifamily MR (5-9),Ballard,1992.0,1.0,5.0,25368,Multifamily,25368.0,1.0,0.0,8.055037793069998,13.629496140947653,25368.0,5073.6
696,NonResidential,Ballard,1979.0,1.0,3.0,43500,Office,43495.0,1.0,0.0,7.719558196604948,15.052515518651283,43500.0,14500.0
697,NonResidential,Ballard,1978.0,1.0,2.0,28492,Office,28492.0,1.0,0.0,9.573217921001635,14.430538684650081,28492.0,14246.0
698,NonResidential,Ballard,1963.0,1.0,3.0,22325,Office,18000.0,1.0,0.0,9.449571694491699,14.018580781346193,22325.0,7441.667
699,NonResidential,Ballard,1977.0,1.0,3.0,22719,Restaurant,22719.0,1.0,0.0,9.425627721210658,12.386732014363137,22719.0,7573.0
700,Multifamily HR (10+),Downtown,1928.0,1.0,14.0,50141,Multifamily,33608.0,0.0,0.0,1.023159843485915,14.975038484922946,50141.0,3581.5
701,NonResidential,Downtown,1946.0,1.0,2.0,44588,Laboratory,69000.0,0.5065937023414372,0.49340629765856286,1.0903439386850946,15.925672241832398,44588.0,22294.0
702,Multifamily MR (5-9),Downtown,1993.0,1.0,6.0,140049,Multifamily,140049.0,0.8155145699005348,0.1844854300994652,1.2944512978353429,15.314395720614739,140049.0,23341.5
703,Multifamily MR (5-9),East,1925.0,1.0,5.0,58954,Multifamily,58954.0,0.0,0.0,1.0910248532962785,14.910149630519362,58954.0,11790.8
704,Multifamily MR (5-9),East,1916.0,1.0,5.0,37992,Multifamily,37992.0,0.0,0.0,1.1587250300561223,14.002021452217017,37992.0,7598.4
705,Multifamily MR (5-9),Magnolia / Queen Anne,2003.0,1.0,5.0,62876,Multifamily,44995.0,0.0,0.0,6.345310634350574,13.920187414980779,62876.0,12575.2
706,Multifamily LR (1-4),East,2006.0,1.0,4.0,40562,Multifamily,36300.0,0.0,0.0,2.2753990939675126,13.970162076636532,40562.0,10140.5
707,Multifamily MR (5-9),East,1910.0,1.0,5.0,40489,Multifamily,40489.0,0.0,0.0,2.415078736676676,14.786618398294069,40489.0,8097.8
708,Multifamily LR (1-4),East,1925.0,1.0,3.0,34800,Multifamily,28500.0,0.0,0.0,2.3469172580015836,13.782972709643042,34800.0,11600.0
709,Multifamily LR (1-4),East,1928.0,1.0,3.0,28058,Multifamily,24169.0,0.0,0.0,2.3737468650943483,13.628656293956478,28058.0,9352.667
710,Multifamily HR (10+),Downtown,2003.0,1.0,13.0,106066,Multifamily,118802.0,1.0,0.0,1.8249359645963072,15.519391456116757,106066.0,8158.923
711,Multifamily MR (5-9),Downtown,1925.0,1.0,9.0,86560,Multifamily,62380.0,1.0,0.0,1.2348295606279007,14.992993868149709,86560.0,9617.778
712,Multifamily HR (10+),Downtown,1978.0,1.0,13.0,91600,Multifamily,65706.0,0.8650109170305676,0.13498908296943232,1.3124056751937074,15.268697386265574,91600.0,7046.154
713,Multifamily MR (5-9),Downtown,2001.0,1.0,6.0,142063,Multifamily,71127.0,0.0,0.0,1.257409029745482,14.845061758533017,142063.0,23677.167
714,Multifamily MR (5-9),Downtown,1992.0,1.0,8.0,188717,Multifamily,135433.0,0.7176512979752752,0.28234870202472484,2.0109756742034977,15.255821639079272,188717.0,23589.625
715,Multifamily LR (1-4),Downtown,1924.0,1.0,3.0,33400,Multifamily,33400.0,0.0,0.0,1.9694446951641316,14.448020530691082,33400.0,11133.333
716,Multifamily MR (5-9),Downtown,1994.0,2.0,7.0,88144,Multifamily,54162.0,0.9648075875839536,0.03519241241604647,1.6770703727937473,14.923734588817743,44072.0,12592.0
717,SPS-District K-12,Central,1925.0,1.0,2.0,37327,K-12 School,48887.0,1.0,0.0,2.3497713925511388,14.654396998481435,37327.0,18663.5
718,Multifamily LR (1-4),Magnolia / Queen Anne,2000.0,1.0,3.0,37619,Multifamily,37619.0,1.0,0.0,2.8047113665170005,13.964643455466101,37619.0,12539.667
719,NonResidential,Downtown,1917.0,1.0,2.0,147545,Retail Stor,147545.0,1.0,0.0,1.6207873330246247,15.876359829570017,147545.0,73772.5
720,Nonresidential COS,North,1923.0,1.0,2.0,21462,Other,25778.0,1.0,0.0,8.635130244849035,14.026970723552877,21462.0,10731.0
721,Multifamily LR (1-4),Magnolia / Queen Anne,1993.0,1.0,3.0,24178,Multifamily,34476.0,0.0,0.0,5.878040638530095,13.418267865455855,24178.0,8059.333
722,Multifamily LR (1-4),Greater Duwamish,1918.0,1.0,3.0,107518,Multifamily,107518.0,0.0,0.0,3.1284966999006376,15.31143010310288,107518.0,35839.333
723,Multifamily MR (5-9),Southwest,1997.0,1.0,6.0,30720,Multifamily,30720.0,0.0,0.0,4.4263084981990515,13.778383162292341,30720.0,5120.0
724,Multifamily HR (10+),Downtown,1982.0,1.0,24.0,167941,Multifamily,138787.0,1.0,0.0,1.88508989396278,14.753830749627202,167941.0,6997.542
725,Multifamily LR (1-4),Southwest,1986.0,1.0,4.0,38970,Multifamily,38970.0,0.0,0.0,4.918034285991971,13.586046291701857,38970.0,9742.5
726,Multifamily MR (5-9),Ballard,1989.0,1.0,5.0,24648,Multifamily,24648.0,0.0,0.0,8.304576608865863,13.262453418123252,24648.0,4929.6
727,Multifamily LR (1-4),Magnolia / Queen Anne,1988.0,1.0,4.0,34270,Multifamily,21136.0,0.0,0.0,5.483201147952579,13.46678208205035,34270.0,8567.5
728,Multifamily LR (1-4),Southwest,1984.0,1.0,4.0,20837,Multifamily,20837.0,0.0,0.0,7.279221200466233,12.902151773727905,20837.0,5209.25
729,SPS-District K-12,Northwest,1930.0,1.0,2.0,47602,K-12 School,46453.19921875,1.0,0.0,8.946077358389937,14.781519213981642,47602.0,23801.0
730,NonResidential,Northwest,1917.0,1.0,2.0,28072,Social/Meet,23835.0,1.0,0.0,8.05560303024271,14.242191836329527,28072.0,14036.0
731,Multifamily LR (1-4),East,1986.0,1.0,4.0,24864,Multifamily,24864.0,0.0,0.0,1.1473668478436125,13.361196304259808,24864.0,6216.0
732,Multifamily MR (5-9),Downtown,1990.0,1.0,5.0,39050,Multifamily,30199.0,1.0,0.0,1.611428879312985,13.77666785335676,39050.0,7810.0
733,Multifamily MR (5-9),Downtown,1980.0,1.0,8.0,77800,Multifamily,46300.0,0.0,0.0,1.6294980370161052,14.943116359678255,77800.0,9725.0
734,NonResidential,Downtown,1955.0,1.0,2.0,31020,Restaurant,31020.0,1.0,0.0,1.594357421242134,15.253420967630987,31020.0,15510.0
735,NonResidential,Downtown,1917.0,1.0,2.0,21600,Office,14400.0,1.0,0.0,1.6090499859158138,14.123346390910699,21600.0,10800.0
736,NonResidential,Downtown,1946.0,1.0,1.0,23000,Other,22760.5,1.0,0.0,1.6890000004817507,13.721221650234048,23000.0,23000.0
737,NonResidential,Downtown,1974.0,1.0,5.0,61825,Office,37993.0,0.7845531742822482,0.21544682571775173,1.7895362912104318,15.397526501501439,61825.0,12365.0
738,Multifamily HR (10+),Downtown,2001.0,1.0,16.0,590869,Multifamily,409137.0,0.0,0.0,1.8987773616019243,16.527649057241756,590869.0,36929.312
739,Multifamily MR (5-9),Downtown,2001.0,1.0,7.0,145275,Multifamily,103023.0,0.0,0.0,1.8965152670649994,14.877400337035086,145275.0,20753.571
740,NonResidential,Downtown,1942.0,1.0,3.0,64630,Office,64630.0,1.0,0.0,1.8892076447136477,14.182544820891302,64630.0,21543.333
741,NonResidential,Downtown,1948.0,1.0,2.0,20920,Worship Fac,20920.0,1.0,0.0,1.808564165931664,14.170222138265395,20920.0,10460.0
743,Multifamily MR (5-9),Downtown,2009.0,1.0,7.0,40329,Multifamily,36514.0,0.0,0.0,1.7214378483107564,15.177161563093167,40329.0,5761.286
744,NonResidential,Downtown,1925.0,1.0,3.0,20565,Office,20565.0,1.0,0.0,1.699817372411631,13.63877076907895,20565.0,6855.0
745,Multifamily LR (1-4),Downtown,1987.0,1.0,4.0,34880,Multifamily,40987.0,0.0,0.0,1.6403897472099385,13.762861805885178,34880.0,8720.0
746,Multifamily LR (1-4),Downtown,1902.0,1.0,4.0,56776,Multifamily,50841.0,0.0,0.0,1.3639275221970577,14.287339863398582,56776.0,14194.0
747,Multifamily MR (5-9),Downtown,1990.0,1.0,6.0,112676,Multifamily,77887.0,0.0,0.0,1.4031389115615152,15.031779948433506,112676.0,18779.333
748,NonResidential,Southwest,1926.0,1.0,2.0,22128,Worship Fac,22128.0,1.0,0.0,6.977792189714471,13.389386771252543,22128.0,11064.0
749,Multifamily LR (1-4),Southwest,1973.0,1.0,4.0,26880,Multifamily,26880.0,1.0,0.0,5.43579427165369,14.01425618576302,26880.0,6720.0
750,Multifamily LR (1-4),Lake Union,1987.0,1.0,4.0,23098,Multifamily,23098.0,1.0,0.0,6.214534857300841,13.156767521509273,23098.0,5774.5
751,NonResidential,Northwest,1968.0,1.0,1.0,48139,Retail Stor,40000.0,1.0,0.0,13.511324309543694,13.867216942018539,48139.0,48139.0
753,Multifamily MR (5-9),Northwest,1993.0,1.0,5.0,214388,Multifamily,171306.0,0.0,0.0,13.634249090614905,15.358769991932249,214388.0,42877.6
754,NonResidential,Northwest,1968.0,1.0,1.0,21633,Automobile,21633.0,1.0,0.0,13.786695383692516,15.16640271613231,21633.0,21633.0
755,Multifamily LR (1-4),Northwest,1990.0,1.0,4.0,43228,Multifamily,43228.0,1.0,0.0,13.736471035103243,13.91767288988016,43228.0,10807.0
756,Multifamily MR (5-9),East,1967.0,1.0,5.0,23231,Multifamily,22047.0,0.0,0.0,1.756163160296534,13.274990575894432,23231.0,4646.2
757,NonResidential,Southwest,1949.0,1.0,2.0,21364,Worship Fac,15364.0,1.0,0.0,6.063207051771626,13.89410995533565,21364.0,10682.0
758,Multifamily MR (5-9),Magnolia / Queen Anne,1999.0,1.0,6.0,208125,Multifamily,79872.0,0.0,0.0,2.5352833586840724,15.165129848032858,208125.0,34687.5
759,Multifamily MR (5-9),East,1923.0,1.0,6.0,39251,Multifamily,33720.0,0.0,0.0,1.4532485295572424,13.995766023527581,39251.0,6541.833
760,Multifamily MR (5-9),East,1992.0,1.0,5.0,44715,Multifamily,44715.0,0.0,0.0,1.4241428814786117,14.452968810637199,44715.0,8943.0
761,Multifamily MR (5-9),Magnolia / Queen Anne,1990.0,1.0,5.0,21715,Multifamily,21715.0,1.0,0.0,3.177635328663647,13.22446498859681,21715.0,4343.0
762,Multifamily MR (5-9),Lake Union,1994.0,1.0,7.0,86525,Multifamily,62659.0,0.7241722045651546,0.2758277954348454,1.9906730850505845,14.619547626488204,86525.0,12360.714
763,Multifamily LR (1-4),Lake Union,1916.0,1.0,3.0,56652,Multifamily,56652.0,0.0,0.0,1.9895081998165913,14.393172669892989,56652.0,18884.0
764,Multifamily MR (5-9),Magnolia / Queen Anne,1996.0,1.0,5.0,20798,Multifamily,20798.0,0.0,0.0,3.083083676118699,13.351734198960692,20798.0,4159.6
765,Multifamily LR (1-4),East,1965.0,1.0,3.0,20296,Multifamily,19542.0,0.0,0.0,1.795794982329138,13.283858945946857,20296.0,6765.333
767,Multifamily LR (1-4),Magnolia / Queen Anne,1988.0,1.0,4.0,31537,Multifamily,24459.0,0.0,0.0,5.97942181989219,0.0,31537.0,7884.25
768,Multifamily MR (5-9),East,1980.0,1.0,5.0,48744,Multifamily,48744.0,0.0,0.0,2.137346421873923,14.372048686188476,48744.0,9748.8
769,Multifamily MR (5-9),Lake Union,2010.0,1.0,5.0,23931,Multifamily,22088.0,0.0,0.0,1.9514494668681566,13.441413112695267,23931.0,4786.2
770,Multifamily LR (1-4),Magnolia / Queen Anne,1999.0,1.0,4.0,39966,Multifamily,33396.0,0.0,0.0,5.103002824567961,13.669248038798521,39966.0,9991.5
771,Multifamily MR (5-9),Magnolia / Queen Anne,1999.0,1.0,7.0,72763,Multifamily,70013.0,0.0,0.0,2.549387035368766,14.83585873687098,72763.0,10394.714
772,Multifamily LR (1-4),Greater Duwamish,1980.0,1.0,4.0,59600,Multifamily,59600.0,0.0,0.0,2.1008110140120615,14.271935063055787,59600.0,14900.0
773,Multifamily LR (1-4),Magnolia / Queen Anne,1978.0,1.0,4.0,40948,Multifamily,32170.0,0.0,0.0,2.9624841987254737,13.49495278678005,40948.0,10237.0
774,NonResidential,Downtown,1992.0,1.0,2.0,28923,College/Uni,28800.0,0.0,0.0,1.264168014624493,13.297814931343167,28923.0,14461.5
775,Multifamily MR (5-9),Downtown,1992.0,1.0,7.0,65210,Multifamily,56635.0,0.0,0.0,1.309492884362455,14.808198653619804,65210.0,9315.714
776,NonResidential,Downtown,1928.0,1.0,3.0,21600,College/Uni,21600.0,1.0,0.0,1.3280448326678158,12.77623211724585,21600.0,7200.0
777,Multifamily LR (1-4),East,1925.0,1.0,3.0,21712,Multifamily,21712.0,0.0,0.0,0.8150527790809396,14.103642279308838,21712.0,7237.333
778,Multifamily MR (5-9),East,1908.0,1.0,5.0,53232,Multifamily,39530.0,0.0,0.0,0.8794748259165213,14.432814694696134,53232.0,10646.4
779,NonResidential,Northeast,1996.0,1.0,1.0,25735,Retail Stor,25691.0,1.0,0.0,6.942758011036477,13.993594084480957,25735.0,25735.0
780,Multifamily LR (1-4),Northeast,1984.0,1.0,4.0,57856,Multifamily,59742.0,0.0,0.0,6.997221062306559,14.361792848587278,57856.0,14464.0
781,NonResidential,Northeast,1956.0,1.0,2.0,25862,Retail Stor,25562.0,1.0,0.0,6.730087149857187,15.427246028988094,25862.0,12931.0
782,NonResidential,Northeast,2003.0,1.0,2.0,49965,Retail Stor,47465.0,1.0,0.0,6.730087149857187,15.08365378443766,49965.0,24982.5
783,Multifamily LR (1-4),Magnolia / Queen Anne,1981.0,1.0,3.0,53698,Multifamily,53698.0,0.0,0.0,4.373661267762529,13.91736947517563,53698.0,17899.333
784,Multifamily MR (5-9),Downtown,1911.0,1.0,6.0,23338,Multifamily,29100.0,0.0,0.0,0.3358220687842357,14.805373261226546,23338.0,3889.667
785,Multifamily MR (5-9),Downtown,1900.0,1.0,6.0,39594,Multifamily,34137.0,0.0,0.0,0.38562825774098336,13.82390045167139,39594.0,6599.0
786,NonResidential,Downtown,1929.0,1.0,2.0,20028,Office,20028.0,1.0,0.0,0.40064140026670864,13.05302401732571,20028.0,10014.0
787,Multifamily HR (10+),Downtown,1906.0,1.0,10.0,65535,Multifamily,39548.0,1.0,0.0,0.42396475885611207,14.346323644884421,65535.0,6553.5
788,NonResidential,Downtown,1900.0,1.0,7.0,23622,Office,23622.0,1.0,0.0,0.43217470252302176,12.459424120885052,23622.0,3374.571
789,NonResidential,Downtown,1902.0,1.0,3.0,23563,Office,20183.0,1.0,0.0,0.44144664109708315,13.625882624487861,23563.0,7854.333
790,NonResidential,Downtown,1903.0,1.0,3.0,28600,Office,12000.0,1.0,0.0,0.40174893357392766,14.0764712417192,28600.0,9533.333
791,NonResidential,Downtown,1978.0,1.0,2.0,38539,Retail Stor,15549.0,0.6787929110770907,0.3212070889229093,0.25153389094377293,14.621233126781373,38539.0,19269.5
792,NonResidential,Downtown,1906.0,1.0,5.0,26840,Office,29040.0,1.0,0.0,0.25153389094377293,14.42600208883906,26840.0,5368.0
793,NonResidential,Downtown,1906.0,1.0,2.0,46800,Retail Stor,36019.0,1.0,0.0,0.25153389094377293,13.256879082309535,46800.0,23400.0
794,NonResidential,Downtown,1979.0,1.0,3.0,63990,Office,39000.0,0.5836849507735584,0.41631504922644164,0.23010635723201486,14.121752482109976,63990.0,21330.0
795,NonResidential,Downtown,1908.0,1.0,3.0,28800,Office,21600.0,1.0,0.0,1.4135298082063512,14.313889264246592,28800.0,9600.0
796,Multifamily LR (1-4),Downtown,1900.0,1.0,3.0,23015,Multifamily,19132.0,1.0,0.0,1.3595779657601428,14.269831066209196,23015.0,7671.667
797,Multifamily MR (5-9),Downtown,2000.0,1.0,6.0,36676,Multifamily,22129.0,1.0,0.0,1.358099572783445,14.653995411928193,36676.0,6112.667
798,NonResidential,Downtown,1954.0,1.0,3.0,33552,Office,26556.0,0.851931330472103,0.148068669527897,1.804044068970793,14.029565230269107,33552.0,11184.0
799,NonResidential,Downtown,1931.0,1.0,2.0,26270,Retail Stor,26270.0,1.0,0.0,1.6839260554815332,14.28801426254065,26270.0,13135.0
800,NonResidential,Downtown,1926.0,1.0,3.0,57620,Office,49800.0,0.8642832349878514,0.13571676501214855,1.5869786154752763,14.494247470043227,57620.0,19206.667
801,Multifamily LR (1-4),Downtown,1923.0,1.0,3.0,33440,Multifamily,33440.0,0.0,0.0,1.4844936429492857,14.983325473896832,33440.0,11146.667
802,NonResidential,Downtown,1954.0,1.0,2.0,28696,Other,12960.0,0.7881237803178144,0.21187621968218567,1.4900455167360986,10.187425123082926,28696.0,14348.0
803,NonResidential,Downtown,1990.0,1.0,5.0,57800,Hotel,57800.0,1.0,0.0,1.3664482061949437,14.775501570117163,57800.0,11560.0
804,Multifamily MR (5-9),Downtown,1994.0,1.0,6.0,69590,Multifamily,69590.0,0.0,0.0,1.8215554447485967,15.2181012840716,69590.0,11598.333
805,Multifamily HR (10+),Downtown,1990.0,1.0,26.0,321050,Multifamily,226500.0,0.0,0.0,1.6211812305347162,16.450568615426565,321050.0,12348.077
806,Multifamily MR (5-9),Downtown,2000.0,1.0,7.0,192077,Multifamily,142497.0,0.0,0.0,1.5926279067187172,15.153340645556609,192077.0,27439.571
807,Multifamily MR (5-9),Downtown,2008.0,1.0,7.0,203940,Multifamily,143183.0,0.0,0.0,1.4106490603740163,15.686625498773228,203940.0,29134.286
808,Multifamily LR (1-4),Downtown,1918.0,1.0,3.0,21284,Multifamily,21284.0,0.0,0.0,1.4202883448991142,13.648212358280189,21284.0,7094.667
809,Multifamily MR (5-9),Downtown,1908.0,1.0,5.0,48786,Multifamily,37367.0,1.0,0.0,1.4277458781873578,13.904051056917451,48786.0,9757.2
